sites;Status;Emails trouvés;Réseaux sociaux;Dirigeant trouvé;Source du pattern;Email nominatif généré;Résultat SMTP;Serveur MX;Catch-all;Nb formats testés;Niveau de confiance
https://leman-plage.pausado.com/;;contact@pausado.com, lelemanplage@pausado.com;https://www.facebook.com/CampingsPausado, https://www.facebook.com/campinglelemanplage, https://www.instagram.com/campinglemanplage/, https://www.instagram.com/campings.pausado;;email nominatif déjà trouvé sur le site (format non identifié);;;;;0;
https://lelieu-dordogne.fr/;;contact@internet-dordogne.com;https://www.facebook.com/people/Camping-Le-Lieu-Saint-Jory-De-Chalais/61558705690302/, https://www.instagram.com/lelieu_dordogne/;Julien DELCROIX;dirigeant trouvé via SIREN 984916288 (API recherche-entreprises.api.gouv.fr);julien.delcroix@internet-dordogne.com;Aucun format validé par SMTP;mx3.ovh.net;Non;8;Très faible
http://www.aubonniere.com/;;;;;;;;;;0;
https://le-luberon.pausado.com/;;contact@pausado.com, leluberon@pausado.com;https://www.facebook.com/CampingsPausado, https://www.facebook.com/leluberoncamping, https://www.instagram.com/campingleluberon/, https://www.instagram.com/campings.pausado;;email nominatif déjà trouvé sur le site (format non identifié);;;;;0;
https://campinglelustou65.e-monsite.com/;;;;;;;;;;0;
http://www.campingleluy.com/;;;"https://facebook.com/1139503062824188, https://facebook.com/131094980407886, https://facebook.com/272090059600073, https://facebook.com/2792765170771286, https://facebook.com/367885149982880, https://facebook.com/402088619886526, https://facebook.com/463483703731359, https://facebook.com/488946304504313, https://facebook.com/510612032313477, https://facebook.com/537173129637861, https://facebook.com/547013245362466, https://facebook.com/664788546874687, https://facebook.com/686319094777559, https://facebook.com/702073209931095, https://facebook.com/8339301972763697, https://www.facebook.com/702073209931095/posts/1584235920061436, https://www.facebook.com/702073209931095/posts/1604151751403186, https://www.facebook.com/702073209931095/posts/1607993761018985, https://www.facebook.com/702073209931095/posts/1609326327552395, https://www.facebook.com/702073209931095_1584235920061436, https://www.facebook.com/702073209931095_1597686595383035, https://www.facebook.com/702073209931095_1598065068678521, https://www.facebook.com/702073209931095_1604151751403186, https://www.facebook.com/702073209931095_1607993761018985, https://www.facebook.com/702073209931095_1609326327552395, https://www.facebook.com/CampingLeLuy?locale=fr_FR, https://www.facebook.com/photo.php?fbid=1597686508716377&amp;set=a.761530838998619&amp;type=3, https://www.facebook.com/photo.php?fbid=1598064205345274&amp;set=a.761530838998619&amp;type=3, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1584235920061436, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1597686595383035, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1598065068678521, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1604151751403186, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1607993761018985, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.facebook.com%2F702073209931095_1609326327552395";;;;;;;0;
http://www.masdelinde.com/;;;https://www.facebook.com/lemasdelinde, https://www.facebook.com/lemasdelinde?fref=ts;;;;;;;0;
https://www.masdesroses.com/fr/;;;https://www.facebook.com/campinglemasdesroses/, https://www.instagram.com/camping_masdesroses/;;;;;;;0;
https://www.campinglemat.com/;;lemat@campinglemat.com;https://www.instagram.com/camping_le_mat/;;email nominatif déjà trouvé sur le site (format non identifié);;;;;0;
https://www.camping-lemergnecois.fr/;;;;;;;;;;0;
